1236	5
1237	4
1238	5
1239	4
1240	4
1241	2
1242	1
1243	4
1244	4
1245	1
1246	2
1247	2
1248	1
1249	1
1250	4
1251	1
1252	4
1253	4
1254	0
1255	4
1256	5
1257	4
1258	2
1259	5
1260	1
1261	4
1262	5
1263	4
1264	4
1265	5
1266	1
1267	4
1268	5
1269	1
1270	5
1271	1
1272	5
1273	0
1274	5
1275	1
1276	0
1277	1
1278	0
1279	4
1280	5
1281	4
1282	3
1283	2
1284	4
1285	4
1286	1
1287	0
1288	5
1289	4
1290	4
1291	2
1292	3
1293	4
1294	3
1295	1
1296	5
1297	5
1298	5
1299	4
1300	4
1301	3
1302	5
1303	1
1304	5
1305	1
1306	5
1307	5
1308	2
1309	5
1310	5
1311	0
1312	1
1313	2
1314	1
1315	1
1316	4
1317	5
1318	1
1319	4
1320	3
1321	5
1322	1
1323	4
1324	4
1325	5
1326	4
1327	5
1328	4
1329	3
1330	4
1331	2
1332	5
1333	5
1334	1
1335	1
1336	3
1337	3
1338	1
1339	1
1340	5
1341	3
1342	5
1343	5
1344	4
1345	4
1346	1
1347	4
1348	4
1349	1
1350	4
1351	5
1352	1
1353	5
1354	5
1355	1
1356	4
1357	5
1358	4
1359	5
1360	0
1361	1
1362	1
1363	0
1364	4
1365	5
1366	1
1367	1
1368	2
1369	3
1370	0
1371	1
1372	5
1373	4
1374	5
1375	3
1376	0
1377	3
